path,phase1_dataset_label,authoritative_dataset_id,validity_status,reason,reusable_for_code_audit,reusable_for_biological_claim,required_action
revision_exp/configs/anchor_multiseed/e4_D11_reposition_interval10_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D11_reposition_interval10_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D11_reposition_interval5_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D11_reposition_interval5_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D11_reposition_interval5_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D11_reposition_interval5_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_legacy_continuous_seed1.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_legacy_continuous_seed2.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_legacy_continuous_seed3.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_legacy_continuous_seed4.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_no_manual_reposition_seed1.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_no_manual_reposition_seed2.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_no_manual_reposition_seed3.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_no_manual_reposition_seed4.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval10_seed1.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval10_seed2.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval10_seed3.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval10_seed4.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval5_seed1.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval5_seed2.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval5_seed3.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/anchor_multiseed/e4_D5_reposition_interval5_seed4.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/blockdiag/D11.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/blockdiag/D5.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e0_D11_smoke.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e0_D5_smoke.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e3_D11_fixed_representation.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e3_D5_fixed_representation.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D11_legacy_continuous.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D11_no_manual_reposition.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D11_reposition_interval10.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D11_reposition_interval5.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D5_legacy_continuous.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D5_no_manual_reposition.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D5_reposition_interval10.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e4_D5_reposition_interval5.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e8_D11_inference_stability.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/e8_D5_inference_stability.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_ATAC_cell_permutation.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_ATAC_thin_0.25.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_ATAC_thin_0.5.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_ATAC_thin_0.75.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_RNA_cell_permutation.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_RNA_thin_0.25.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_RNA_thin_0.5.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_RNA_thin_0.75.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D11_noise_baseline_counts_p1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_ADT_cell_permutation.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_ADT_thin_0.25.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_ADT_thin_0.5.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_ADT_thin_0.75.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_RNA_cell_permutation.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_RNA_thin_0.25.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_RNA_thin_0.5.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_RNA_thin_0.75.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/noise/e2_D5_noise_baseline_counts_p1.yaml,D5,D5,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.001_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.001_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.001_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.001_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.001_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.002_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.002_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.002_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.002_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.002_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.005_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.005_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.005_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.005_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.005_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.01_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.01_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.01_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.01_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.01_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.02_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.02_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.02_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.02_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_CD14+-Mono_abundance_0.02_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.001_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.001_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.001_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.001_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.001_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.002_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.002_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.002_seed2.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.002_seed3.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.002_seed4.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.005_seed0.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
revision_exp/configs/rare_confirmatory/e1_D11_rare_NK_abundance_0.005_seed1.yaml,D11,D11,INVALID_FOR_MANUSCRIPT_DATASET_ID,Phase 1 registry used a dataset with conflicting accession/shape.,false,false,Retain for provenance; exclude from Phase 2 biological summaries and manuscript claims.
